OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,geometry
47705,,,729,FRANKSTON-DANDENONG/KLAUER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.146940999592 -38.1198159990433)
47706,,,730,BEACH/YOUNG/DANDENONG,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.126559999792 -38.1413449989534)
47707,,,731,CRANBOURNE/MOOROODUC/FRANKSTON FWY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.135730000319 -38.1466759993487)
47708,,,732,MT ELIZA NR DAVIES,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.090522999637 -38.1829159989941)
47709,,,733,FRANKSTON-DANDENONG/SEAFORD/BALLARTO,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.157427999527 -38.1127359994252)
47710,,,734,FRANK-DAND NR BAWDEN,POS,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI",,,,POINT (145.179027999835 -38.0914299994866)
47711,,,3391,PUNT/ROWENA,INT,,,,,,,,OPERATIONAL,EVP,,,,POINT (144.989583000115 -37.820298998954)
47712,,,3392,PUNT/BRUNTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP",,,,POINT (144.989104999631 -37.8230469991575)
47713,,,3393,PUNT/SWAN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,RLC,TR",,,,POINT (144.988854999485 -37.8246019987465)
47714,,,3397,PUNT/TOORAK,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,PARTFC",,,,POINT (144.986525000401 -37.8383209987346)
47715,,,3401,PUNT/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,SRLC,TRAM PRI",,,,POINT (144.98425599977 -37.8506669988337)
47716,,,3432,FRANCIS NR BALLARAT,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.890213000336 -37.8211669987328)
47717,,,3457,JOHNSTON/NICHOLSON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.997595999607 -37.8002939990036)
47718,,,3458,JOHNSTON ST O'HEAD SIGNALS - MASTER,OH LANE,,,,,,,,OPERATIONAL,RLC,,,,POINT (144.985373000523 -37.7990739986859)
47719,,,3508,BLACKSHAWS/CHAMBERS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.843349999488 -37.8307079991748)
47720,,,3590,PASCOE VALE/ALBION/FLETCHER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.926098000299 -37.7559399989164)
47721,,,3593,PASCOE VALE/WOODLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.928225999746 -37.74349199941)
47722,,,3619,PASCOE VALE/TAGGERTY CRES (NTH),INT,,,,,,,,OPERATIONAL,MICROCEL,,,,POINT (144.926738000243 -37.6575989992815)
47723,,,3632,SOUTH/HAMPTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.004047000302 -37.9293189995132)
47724,,,3682,WARRIGAL/RIVERSDALE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,PARTFCRT,T",,,,POINT (145.098207000354 -37.8359779990397)
47725,,,3683,WARRIGAL NR GLEESON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.096970000131 -37.8427149994645)
47726,,,3694,CENTRE/WARRIGAL,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,SRLC",,,,POINT (145.082476000122 -37.9239799994522)
47727,,,3943,ELGAR/ARNOLD,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC",,,,POINT (145.115561999819 -37.8139359988272)
47728,,,3944,HIGHBURY NR HARRISON (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,,POINT (145.098146999923 -37.8537009995477)
47729,,,3950,NEW/MARTIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.994701999931 -37.8962729988557)
47730,,,3951,BAY/NEW/BARKLY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.99316700005 -37.9043509993893)
47731,,,3952,NEW NR CADBY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.992294000371 -37.9089439989451)
47732,,,3953,NEW NR WINDERMERE,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.993671000037 -37.9215129995021)
47733,,,3954,BAY NR WILLANSBY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.004702000194 -37.9058109992269)
47734,,,3955,DURRANT NR MALE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.004193000252 -37.9098789992763)
47735,,,3957,DENDY/HAMPTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.005694999678 -37.9208319991587)
47736,,,3958,HAMPTON NR WERE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.004549000115 -37.926593999457)
47737,,,3959,CENTRE/THOMAS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.023233999492 -37.9165899994053)
47738,,,3960,CENTRE/HAMPTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.00685699967 -37.9146369989268)
47739,,,3961,HAWTHORN NR CHARLES,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.018459000163 -37.905154998777)
47740,,,3977,BURKE/MONT ALBERT,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.059640000533 -37.8158829990866)
47741,,,3978,CAMP NR HARTLEY (FIRE STN),FIRE SIG,,,,,,,,OPERATIONAL,,,,,POINT (144.929378999544 -37.6864489992049)
47742,,,3980,BARRY/BLAIR,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.933124000301 -37.6650379991893)
47743,,,3981,BARRY/KING/MAFFRA,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (144.942409999771 -37.6659999990018)
47744,,,3982,EDGARS/BARRY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.001731999642 -37.6725459994085)
47745,,,3885,LOUISA NR VICTORIA,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.965006999543 -37.7430589994737)
47746,,,3642,SOUTH/STATION,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.03738899956 -37.9333679987771)
47747,,,3643,SOUTH/TAFE COLLEGE EXIT,INT,,,,,,,,OPERATIONAL,"ASB WARN,RADOUT",,,,POINT (145.050277000556 -37.9349349988677)
47748,,,3660,STUDLEY PARK NR HODGSON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.015344000216 -37.8053349991255)
47749,,,3661,STUDLEY PARK/CARSON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.02000199989 -37.8067469988264)
47750,,,3662,HIGH/DENMARK/PRINCESS/STUDLEY PARK,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,MICROCEL,S",,,,POINT (145.0288829997 -37.8074809988367)
47751,,,3667,HIGH NR PAKINGTON,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.033895999983 -37.8056719994628)
47752,,,3678,MONASH/WARRIGAL (ON RAMP I/B) DD 3681,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.090069000205 -37.8834149992458)
47753,,,3679,STATION NR GLENFERRIE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.027961999838 -37.8646569988447)
47754,,,3680,WARRIGAL/WAVERLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.090639000165 -37.8802339990367)
47755,,,3684,WARRIGAL NR LOUDON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.095912999437 -37.8485649987965)
47756,,,3686,WARRIGAL NR FAKENHAM,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.093376999796 -37.8628899989562)
47757,,,3687,WARRIGAL NR POULTER,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.093116999886 -37.864316999165)
47758,,,3688,WARRIGAL NR MADELINE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.094337999825 -37.8572789992451)
47759,,,3689,WARRIGAL/THE BOULEVARD,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.091762000308 -37.8745379992732)
47760,,,3691,WARRIGAL/ATHERTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.087376999755 -37.8984209987311)
47761,,,3692,WARRIGAL NR KANGAROO,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.086533999658 -37.9018229987675)
47762,,,3695,WARRIGAL/OLD DANDENONG,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.080981000265 -37.9315489992236)
47763,,,3696,WARRIGAL/SOUTH/DINGLEY BYPASS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.079657999484 -37.9387689993936)
47764,,,3596,PASCOE VALE NR MAIN,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.922233999994 -37.7240669987512)
47765,,,3597,PASCOE VALE/DEVON/WINIFRED,INT,,,,,,,,OPERATIONAL,"PTS_SIGN,RLC",,,,POINT (144.921221999836 -37.7213109992655)
47766,,,3598,PASCOE VALE NR WILLETT,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.918163000535 -37.7153389994577)
47767,,,3599,PASCOE VALE/GLENROY,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,POINT (144.91614099975 -37.7062769995035)
47768,,,3600,PASCOE VALE/DIMBOOLA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.918293000248 -37.6836889988066)
47769,,,3603,PASCOE VALE NR BELAIR,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.915796999922 -37.7047869993577)
47770,,,3604,PASCOE VALE NR MEAKER,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.920233000236 -37.7187889989312)
47771,,,3605,PASCOE VALE/KELLAWAY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.925494000519 -37.763752999376)
47772,,,3606,PASCOE VALE/BUCKLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.92645899981 -37.7580979987482)
47773,,,3608,MT ALEXANDER NR LEAKE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.911616999929 -37.7461849992784)
47774,,,3609,MT ALEXANDER NR GLASS,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.911616999929 -37.7461849992784)
47775,,,3611,BARRY/LONGFORD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.929139000475 -37.6645869988674)
47776,,,3613,BARRY/KYABRAM,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.93782400012 -37.6655709993936)
47777,,,3620,PRINCESS NR WILLS,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.03018999945 -37.7997119991349)
47778,,,3621,PRINCESS NR MOLESWORTH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.029836000117 -37.8016699990263)
47779,,,3631,SOUTH/NEW,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.994069000323 -37.9281269989946)
47780,,,3633,SOUTH NR HAMPTON,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.006915000373 -37.9296599988296)
47781,,,3634,SOUTH/BLUFF/CUMMINS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,POINT (145.025717000066 -37.9319289988602)
47782,,,625,BAYSWATER NR BELMONT,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.269328000144 -37.8146059990453)
47783,,,626,BAYSWATER/EASTFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.269561000255 -37.8105149992255)
47784,,,627,CROYDON NR SURREY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.282563999438 -37.7897119992993)
47785,,,628,DORSET/HULL/HEWISH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.29034600012 -37.797164998789)
47786,,,630,DORSET NR DUMOSA,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.288219999631 -37.8102029988081)
47787,,,6089,GVH/WILMOT/LONGSTAFF,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.396292999725 -36.3968969988457)
47788,,,2948,ORIEL NR FORD,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.03592799977 -37.7634259989328)
47789,,,3041,BELL/TURNER,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.945198000506 -37.7391329990131)
47790,,,3048,BELL/ELIZABETH,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.979785999726 -37.7427549987017)
47791,,,3050,BELL/CUMBERLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.937271999839 -37.7381809990249)
47792,,,3051,BELL/REYNOLDS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.940575999856 -37.7385819991116)
47793,,,3052,BELL/MELVILLE/TURNER,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.945710999484 -37.7391949990663)
47794,,,3053,BELL/SUSSEX,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.948470999603 -37.7395099988208)
47795,,,3054,SYDNEY/BELL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.96659700013 -37.7413139989011)
47796,,,3056,BELL/NICHOLSON/ELIZABETH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,,POINT (144.978066000377 -37.742571998902)
47797,,,3057,BELL NR JESSIE,POS,,,,,,,,OPERATIONAL,FIRE LNK,,,,POINT (144.99451400036 -37.7443289993097)
47798,,,1768,York Road  btw Karen Crt & Hawkins Rd,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.365671999454 -37.7970039987304)
47799,,,2981,WILLIAMS NR CASSELL,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.004081000284 -37.8437149991059)
47800,,,823,WARBURTON NR SEBIRE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.430496999711 -37.7811479992344)
47801,,,4155,HIGH NR WALKER,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.996148000405 -37.7838099995052)
47802,,,1164,SPRINGVALE/OLD WARRANDYTE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.181609999984 -37.7837509988025)
47803,,,4967,MELBOURNE/MASON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.883133999503 -37.8424729986669)
47804,,,4901,WESTGATE FWY WB/MONTAGUE,INT,,,,,,,,OPERATIONAL,"RAMP SGN,UPS",,,,POINT (144.945967999749 -37.8265559988778)
47805,,,4902,MONTAGUE/LORIMER,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,PTS_SIGN,R",,,,POINT (144.947547999846 -37.8252039987922)
47806,,,4903,PARK/FERRARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (144.956637000483 -37.8366519988746)
47807,,,4904,CECIL/PARK,INT,,,,,,,,OPERATIONAL,"RLC,TRAM PRI",,,,POINT (144.959116999868 -37.8359379991391)
47808,,,4905,CLARENDON/PARK,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.961594999457 -37.8352239986826)
47809,,,4906,PARK/MORAY,INT,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI",,,,POINT (144.964071000551 -37.8345049988987)
47810,,,4907,FERRARS NR BRIDPORT,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.95884199978 -37.8397899990227)
47811,,,4908,VICTORIA NR DANKS,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.949300000198 -37.8464679987807)
47812,,,4909,CANTERBURY/KERFERD/ALBERT/FERRARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,TRAM PRI",,,,POINT (144.959202999805 -37.842168999075)
47813,,,4298,UPPER HEIDELBERG NR BROWN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.05700899947 -37.7516279986857)
47814,,,4299,BANKSIA/WATERDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.044965999535 -37.757084999071)
47815,,,4300,BANKSIA/UPPER HEIDELBERG,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.053634999513 -37.7580239991149)
47816,,,3460,COLLINS BTW SPENCER & KING,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.954872999751 -37.8188619994996)
47817,,,4301,BANKSIA/STUDLEY,INT,,,,,,,,OPERATIONAL,"PARTFCRT,PTS_SIGN,PUFFIN",,,,POINT (145.058615999608 -37.7585539986701)
47818,,,4303,ORIEL/LIVINGSTONE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.035042000264 -37.7670369993883)
47819,,,4305,UPPER HEIDELBERG/WATERDALE/LIVINGSTONE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.042923999952 -37.768362998903)
47820,,,4307,BURKE/MCARTHUR,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.064536999694 -37.777149999135)
47821,,,4243,ALBERT/IRVING,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.897785000503 -37.8019529995258)
47822,,,4244,NICHOLSON/IRVING,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.899105000501 -37.8023859993775)
47823,,,4245,IRVING/LEEDS,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (144.900858000304 -37.8015849992854)
47824,,,4246,BARKLY NR VICTORIA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.894459000251 -37.7991659993023)
47825,,,4247,HOPKINS/LEEDS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.901155999848 -37.7999469994735)
47826,,,4248,BARKLY/WARLEIGH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.879913000328 -37.7976979991448)
47827,,,4249,WILLIAMSTOWN/CHARLES/DICKSON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.884809999679 -37.8058289988547)
47828,,,4251,WILLIAMSTOWN/SOMERVILLE,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (144.883465999977 -37.8128249987783)
47829,,,4252,SOMERVILLE/GAMON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.889212999444 -37.8134739987339)
47830,,,4253,BARKLY NR ARGYLE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (144.87490999954 -37.797143999145)
47831,,,4254,FRANCIS/WEMBLEY,INT,,,,,,,,OPERATIONAL,"SAFECAM,SRLC",,,,POINT (144.874072000025 -37.8193459993725)
47832,,,4255,FRANCIS/STEPHEN,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.89341200024 -37.8215239988845)
47833,,,2830,DONCASTER/HIGH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.10451799946 -37.7883779991544)
47834,,,2337,NEPEAN/CUMMINS/PATTERSON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.026256000293 -37.9249019994302)
47835,,,2338,NEW NR PARK,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.991636999989 -37.9123909993089)
47836,,,2339,NEPEAN/SOUTHLAND NTH ENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.053063999746 -37.9590249989115)
47837,,,4832,FITZROY/PRINCES/LAKESIDE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,RLC,SRLC,TRAM P",,,,POINT (144.980393999567 -37.857984999403)
47838,,,4833,FITZROY NR PARK,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM RSV",,,,POINT (144.974734000197 -37.8613359995107)
47839,,,4834,ST KILDA NR RALEIGH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.981073000162 -37.8514039988258)
47840,,,4770,CHAPEL/GARDEN (*** USE 4771 ***),INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.994904000401 -37.8430469991346)
47841,,,4771,CHAPEL/WILSON/GARDEN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.994773000258 -37.8436929992808)
47842,,,4772,CHAPEL/CHATHAM/PRINCES,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.993768000493 -37.849163998895)
47843,,,4773,CHAPEL NR KING,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.993643000027 -37.8499709989511)
47844,,,4774,CHAPEL NR UNION,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,POINT (144.992905000546 -37.8543109991653)
47845,,,4777,WILLIAMS NR GOOCH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.002050999995 -37.8552119989232)
47846,,,4778,KOOYONG/WATTLETREE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,POINT (145.019710000509 -37.8612619986835)
47847,,,4779,MALVERN NR CHATSWORTH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.007789999589 -37.8486979991579)
47848,,,4780,SPRING/EDWARDES,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.006776999512 -37.7163959994845)
47849,,,4781,SPRING/REGENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.000548999643 -37.7303199994074)
47850,,,4782,ST GEORGES/MURRAY,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,POINT (145.00001000018 -37.7375739993373)
47851,,,4784,ST GEORGES/OAKOVER,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.995874000201 -37.7493979995212)
47852,,,4785,GILBERT NR LOCKSLEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.992745000144 -37.7223659989163)
47853,,,3330,LWR PLENTY/UPP. HEIDELBERG/WAIORA/ALTONA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.057829999874 -37.747336999348)
47854,,,3332,LWR PLENTY/ROSANNA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.075083000328 -37.7371239989135)
47855,,,3333,GREENSBOROUGH/LWR PLENTY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.078405000157 -37.7352229990118)
47856,,,3334,LWR PLENTY/YALLAMBIE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.102768000006 -37.7294439995162)
47857,,,3340,GREENSBOROUGH/YALLAMBIE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.081198000019 -37.7194659986867)
47858,,,3341,GREENSBOROUGH HWY/WATSONIA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.082855000135 -37.7144829988778)
47859,,,3344,GRIMSHAW ST/GREENSBOROUGH RD,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.092276000521 -37.7034419994938)
47860,,,3345,GRIMSHAW/HENRY/THE CIRCUIT,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK,PARTFCRT",,,,POINT (145.100679999814 -37.7043619993807)
47861,,,3346,MAIN NR GREENSBOROUGH CENTRE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.104177999572 -37.7035509991835)
47862,,,3347,MAIN/PARA/CIRCUIT/HAILES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.105207999817 -37.7029189992886)
47863,,,3348,CHUTE NR INGLES,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.15138699976 -37.6727969988746)
47864,,,3349,DIAMOND CREEK/ST HELENA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.107672999773 -37.6996879992716)
47865,,,3350,GREENSBOROUGH/ERSKINE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.079421000021 -37.730018999172)
47866,,,3351,MAIN NR PARKER,FLASH PX,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.194387000001 -37.6374949991369)
47867,,,3353,MOUNTAIN VIEW/ST HELENA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.114864999764 -37.7001209991647)
47868,,,3354,RYANS/WALLOWA/ALLENDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.142909999447 -37.6869559989197)
47869,,,3355,ST HELENA/KARINGAL,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.121940999517 -37.7009929994126)
47870,,,3356,HEIDELBERG-KINGLAKE NR THE PARKWAY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.16637499958 -37.674085999312)
47871,,,3360,BANKSIA/LWR HEIDELBERG,INT,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,POINT (145.069046999717 -37.7597299994087)
47872,,,3361,BANKSIA/DORA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.071534000472 -37.7600369992104)
47873,,,3362,BANKSIA/CAPE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.06656600051 -37.759443998912)
47874,,,3363,BANKSIA NR MOUNT,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.062028000271 -37.7589219988702)
47875,,,3377,WELLINGTON/GIPPS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.986442000252 -37.8044329991292)
47876,,,3380,EASTERN FWY OFF RAMP/HODDLE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,,POINT (144.993970000302 -37.7959969987027)
47877,,,4697,CENTRE NR AUDSLEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.123647000347 -37.9291319994577)
47878,,,4698,CENTRE/HAUGHTON/CARINISH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,,POINT (145.127583000563 -37.9296119994576)
47879,,,4699,CENTRE NR KIONGA,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.130028999918 -37.9299119987894)
47880,,,4700,CENTRE/MCNAUGHTON/KOMBI,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.135939999595 -37.9306499990129)
47881,,,4701,RAYHUR NR KOMBI,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.13749700026 -37.937077999513)
47882,,,4702,WESTALL/FAIRBANK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.140145000423 -37.9432659991623)
47883,,,4703,RING ROAD EAST AT MONASH UNI,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.136821000535 -37.9103439993228)
47884,,,4705,RING ROAD SOUTH AT MONASH UNI,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.132194999565 -37.9136659993171)
47885,,,4706,FAIRBANK NR MONASH CRES,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.136660000315 -37.9428389994105)
47886,,,4406,Vcitoria Pde and Nicholson St,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,SRLC,T",,,,POINT (144.973156999859 -37.8081149991788)
47887,,,4407,LYGON/FARADAY,INT,,,,,,,,OPERATIONAL,JUCLP,,,,POINT (144.967287999603 -37.7986749991124)
47888,,,4408,LYGON/ELGIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.967557999605 -37.7971589990052)
47889,,,4409,RATHDOWNE/ELGIN,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.970487999793 -37.7974809991464)
47890,,,4410,CANNING/ELGIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (144.972889999923 -37.7977399991965)
47891,,,4411,RATHDOWNE NR PALMERSTON,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.970750000393 -37.7960669989306)
