OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,geometry
46563,,,4098,BAMBRA NR BUNDEERA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.027387000205 -37.8950719994632)
46564,,,4099,KOORNANG/TRUGANINI,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (145.056147999999 -37.8940199992022)
46565,,,4100,MURRUMBEENA NR OAKLEIGH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.064315999494 -37.9014589987408)
46566,,,4101,POATH/RAILWAY/WILLESDEN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,,POINT (145.076748000332 -37.8946319992153)
46567,,,4102,KOORNANG NR JERSEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.057359000394 -37.887690999497)
46568,,,4103,INKERMAN/ORRONG,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.009177999858 -37.8675409992631)
46569,,,4104,KOOYONG NR ALLISON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.015713000147 -37.8821689994063)
46570,,,4105,ORRONG/ALMA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.009875000274 -37.863727999116)
46571,,,4106,GLENHUNTLY/TRUGANINI,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.054172000416 -37.8909619995494)
46572,,,4109,GLENHUNTLY NR CARRE,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,POINT (145.003479000243 -37.8846329988864)
46573,,,4111,BOUNDARY/SUSSEX,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.95170999945 -37.7180669988837)
46574,,,4112,GAFFNEY/CUMBERLAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,POINT (144.938460000156 -37.7315029990799)
46575,,,499,JELLS/WHEELERS HILL SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.188405999819 -37.9103929990426)
46576,,,577,BURWOOD HWY/HOLLAND/K-MART ENT,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (145.148704999904 -37.8523239993365)
46577,,,578,BURWOOD HWY NR HIGHVIEW,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (145.146441000446 -37.8520269990018)
46578,,,579,BURWOOD HWY NR CROW,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,POINT (145.137583000249 -37.8517459995103)
46579,,,580,HIGHBURY NR NARMARA,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.137745999832 -37.8582619991099)
46580,,,581,MIDDLEBOROUGH/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.140557999996 -37.8091439994221)
46581,,,582,MITCHAM NR ORIENT,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.194599999739 -37.8276599995354)
46582,,,583,SPRINGFIELD NR SELWYN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.143298000206 -37.8094419994532)
46583,,,584,SPRINGFIELD NR MARDION,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.170595999745 -37.8124649986655)
46584,,,585,SURREY/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.15770199962 -37.8110379991168)
46585,,,586,SPRINGFIELD/WILLIAMS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.151650000079 -37.8103529990353)
46586,,,587,SURREY NR JUNCTION,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.158566999883 -37.8066739988611)
46587,,,590,MITCHAM/PARK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.1896880001 -37.803719999251)
46588,,,599,PHE/PROGRESS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.236765000314 -38.0018569992349)
46589,,,600,PHE/FITZGERALD/HINRICHSEN,INT,,,,,,,,OPERATIONAL,SRLC,,,,POINT (145.278560999692 -38.0087899991184)
46590,,,601,PHE/TINKS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.290167000019 -38.0144059989343)
46591,,,602,PHE/HARMER/WEDGEWOOD,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.257560000225 -38.0043389991736)
46592,,,604,PHE/NARRE WARREN-CRANBOURNE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.306728999462 -38.0262309992492)
46593,,,605,HEATHERTON/POWER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.242283000062 -37.9730729987144)
46594,,,606,POWER/PAPERBARK/BOX,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.238030000265 -37.9950859991379)
46595,,,607,HEATHERTON/MATTHEW FLINDERS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.258123000328 -37.9749599994356)
46596,,,608,PHE/PAKENHAM/DUNCAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.467174000505 -38.0663809994007)
46597,,,609,PHE NR DEVENEY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.481405000053 -38.0715339990555)
46598,,,457,FERNTREE GULLY/MOUNTAIN GATE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.275589000477 -37.883209999212)
46599,,,459,FERNTREE GULLY/SCORESBY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.257600999546 -37.8919669989602)
46600,,,3753,WILLIAMSTOWN NR WEBB,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.884161999471 -37.8092159989269)
46601,,,446,FERNTREE GULLY NR HOWLEYS,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.139770000251 -37.9008909986978)
46602,,,448,HIGH ST RD/SNEDDEN,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.164027000205 -37.874024999436)
46603,,,449,FERNTREE GULLY/LUM,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.179739999809 -37.9056469988393)
46604,,,451,FERNTREE GULLY/BLACKBURN,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,,POINT (145.142932999885 -37.9012559990458)
46605,,,452,FERNTREE GULLY NR AVONHURST,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.14949600003 -37.9021489994883)
46606,,,453,BLACKBURN NR TAMBO,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.148657999637 -37.8707879990177)
46607,,,455,FERNTREE GULLY/JELLS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.189038999891 -37.9068029992714)
46608,,,456,FERNTREE GULLY/STUD,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.232833999736 -37.8991679989097)
46609,,,380,FOREST NR ALPINE,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.296984999971 -37.8829259988512)
46610,,,381,BURWOOD HWY/DOBSON (AMBULANCE DEPOT),FIRE W/W,,,,,,,,OPERATIONAL,,,,,POINT (145.26403699948 -37.8785139992167)
46611,,,383,HIGH ST RD/CATHIES,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.214518000552 -37.8769149994614)
46612,,,384,FERNTREE GULLY/HENDERSON/ST LAURENT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.247043000448 -37.8964429992147)
46613,,,385,FOREST NR DOYSAL,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.299461000489 -37.8761239993635)
46614,,,405,MONASH EXIT RAMP/POLICE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.194351999848 -37.9377449989176)
46615,,,406,POLICE NR MONASH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.197389000387 -37.9379939994649)
46616,,,407,KINGSWAY/RAILWAY PDE NTH/COLEMAN,INT,,,,,,,,OPERATIONAL,BUS PRI,,,,POINT (145.163901999777 -37.8795269990642)
46617,,,408,SPRINGVALE/THE GLEN SHOPPING,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,,POINT (145.166318999635 -37.8772109990717)
46618,,,409,SPRINGVALE NR MILTON,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.174191000318 -37.8276219991305)
46619,,,333,DONCASTER/DRYDEN,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.158048000207 -37.7886819987404)
46620,,,337,DONCASTER/TUNSTALL,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,POINT (145.171046000045 -37.7901709989636)
46621,,,358,BLACKBURN/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SB PRI",,,,POINT (145.148398000062 -37.8722049988052)
46622,,,359,BLACKBURN/COLEMAN,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,,POINT (145.147578000032 -37.8764959989488)
46623,,,361,HIGH ST RD/GALLAGHERS,INT,,,,,,,,OPERATIONAL,"BUS PRI,PARTFCRT",,,,POINT (145.178950999594 -37.8756589989172)
46624,,,416,SPRINGVALE NR STATION,POS,,,,,,,,OPERATIONAL,"PUFFIN,WCHAIR",,,,POINT (145.175439999647 -37.8214499993159)
46625,,,420,SPRINGVALE/HIGHBURY,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI",,,,POINT (145.169226999623 -37.8620159988332)
46626,,,432,SPRINGVALE/WELLINGTON,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,RLC,SB PRI,",,,,POINT (145.158666999638 -37.9186889993001)
46627,,,435,SPRINGVALE/LIGHTWOOD,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,POINT (145.152836000518 -37.9494139992837)
46628,,,462,GALLAGHERS NR TOWNSEND,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.177358000005 -37.8841509990545)
46629,,,463,HIGH ST RD/HUNTINGDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.111702999498 -37.8679289986937)
46630,,,464,HIGH ST RD/STEPHENSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,POINT (145.130061999523 -37.8700899988131)
46631,,,465,HIGH ST RD NR CHARLES,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.135506000173 -37.8707119992808)
46632,,,466,HIGH ST RD/LAWRENCE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.142213000489 -37.8714779988735)
46633,,,467,HIGH ST RD NR HUNTER,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.151386000478 -37.8725579992933)
46634,,,468,HIGHBURY NR FINCH,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.123059000269 -37.8565769995393)
46635,,,869,RINGWOOD/RINGWOOD BYPASS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.227316999905 -37.8106239994251)
46636,,,470,HUNTINGDALE NR ROCKLANDS,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.112476000067 -37.8639079990894)
46637,,,471,HUNTINGDALE NR MCLOCHLAN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.109722000419 -37.878639999307)
46638,,,472,POLICE/BROWNS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.189530999673 -37.9372359988464)
46639,,,474,HUNTINGDALE NR RAILWAY,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.110735999564 -37.8732059986787)
46640,,,475,POLICE NR DUNOON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.161642999983 -37.9337559993692)
46641,,,476,STEPHENSONS NR SIMPSON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.130940999592 -37.8654639990323)
46642,,,477,CAPITAL NR WESTLANDS,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.178908999915 -37.8696799990452)
46643,,,4113,GAFFNEY NR LANDELLS,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.941336999856 -37.7318129991035)
46644,,,4114,GAFFNEY/DERBY,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.945798999547 -37.7322929993974)
46645,,,4116,MURRAY/CHAMP,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.967865000027 -37.7342759987507)
46646,,,4117,MURRAY/NEWLANDS,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.972169000013 -37.7354669987692)
46647,,,4118,MURRAY NR COBURG POOL,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.975166000049 -37.7355609987403)
46648,,,4119,MURRAY/ELIZABETH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SAFECAM,SRLC",,,,POINT (144.98290700032 -37.7359559993725)
46649,,,4121,SYDNEY/O'HEA,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.966949000476 -37.7377579994134)
46650,,,4122,REYNARD NR MITCHELL,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.935841000273 -37.745473999079)
46651,,,4061,WHITEHORSE NR BARNSBURY,POS,,,,,,,,OPERATIONAL,"FIRE LNK,PELICAN,PUFFIN,TRAM",,,,POINT (145.064458999633 -37.8108169993045)
46652,,,4062,WHITEHORSE NR PARKSIDE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.068330999551 -37.8112779990197)
46653,,,4063,WHITEHORSE/BALWYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,TRAM PRI,VTAG",,,,POINT (145.081344000098 -37.8128419989032)
46654,,,4064,WHITEHORSE NR BRENBEAL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (145.086313000019 -37.8134419992076)
46655,,,4065,MONT ALBERT NR RUBENS,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.066715999907 -37.8167279994506)
46656,,,4066,BALWYN/MONT ALBERT,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RLC",,,,POINT (145.080299999998 -37.8183199993514)
46657,,,906,WANTIRNA NR DAISY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.227176999485 -37.8282019995157)
46658,,,907,WANTIRNA NR ELLISON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.22731599988 -37.820468998979)
46659,,,908,WARRANDYTE NR OBAN/MELVIEW/DICKSON,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.235316999627 -37.7947519994236)
46660,,,911,LOUGHNAN/MONTALBO,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.218617999501 -37.8088769991691)
46661,,,912,WARRANDYTE NR POWRIE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.235452999934 -37.7933149991323)
46662,,,913,RINGWOOD/LOUGHNANS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,POINT (145.227311999749 -37.8055709993675)
46663,,,914,BEDFORD/DUBLIN,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.247548999667 -37.8211859992449)
46664,,,915,WANTIRNA NR KIRK,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,POINT (145.227317000558 -37.8216379987099)
46665,,,916,DUBLIN/ALEXANDRA,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.247545000148 -37.8180659993292)
46666,,,918,DUBLIN/RAILWAY,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,POINT (145.247540000449 -37.8134029989705)
46667,,,822,WARBURTON HWY/ BELL RD / LINK RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,DNCN,FIRE LNK,PTS_S",,,,POINT (145.460135999691 -37.7774649987308)
46668,,,632,HULL NR RUSKIN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.297182000114 -37.794687998762)
46669,,,633,DORSET/LINCOLN (SOUTH),INT,,,,,,,,OPERATIONAL,,,,,POINT (145.292169000349 -37.7878669987805)
46670,,,635,MT DANDENONG/BAYSWATER/WICKLOW,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.274013999791 -37.8009559987954)
46671,,,636,MT DANDENONG NR ANZAC,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.279534000268 -37.7990649988324)
46672,,,637,MT DANDENONG/CIVIC,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.282521999491 -37.7988219990634)
46673,,,638,MT DANDENONG NR RUSKIN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.296203000433 -37.8004409992899)
46674,,,639,MT DANDENONG/COLCHESTER,INT,,,,,,,,OPERATIONAL,"Bluetooth,GWTP,PARTFCRT,RADOU",,,,POINT (145.308048999935 -37.8017319994879)
46675,,,492,WELLINGTON/JELLS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.186176000249 -37.9220729992566)
46676,,,493,WELLINGTON/BRANDON PK,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.180994000551 -37.9214509992785)
46677,,,498,JELLS/GRANDVIEW,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.187902000395 -37.9131469994203)
46678,,,650,CHELTENHAM/FOSTER/THOMAS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.212896999552 -37.9901399986801)
46679,,,651,CHELTENHAM/HAMMOND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.210189000154 -37.9914559988855)
46680,,,652,FOSTER NR RUDDUCK,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.220555000447 -37.9861759990722)
46681,,,653,GLADSTONE NR GLADSVILLE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.207132000072 -37.9576869994357)
46682,,,654,GLADSTONE NR O'MALLEYS,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.20580700008 -37.9647979993803)
46683,,,655,HAMMOND/KIRKHAM,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.208776000513 -37.9987569986659)
46684,,,656,HEATHERTON/CHANDLER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.187200000426 -37.9666509992645)
46685,,,657,HEATHERTON/GLADSTONE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.205049999651 -37.9688669990845)
46686,,,658,JACKSONS NR JUSTIN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.192020999602 -37.9484139993395)
46687,,,659,POLICE/JACKSONS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.192494999726 -37.9375999993911)
46688,,,660,STUD RD / HERBERT ST,INT,,,,,,,,OPERATIONAL,MICROCEL,,,,POINT (145.221502999533 -37.9811299992799)
46689,,,662,STUD/BRADY,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.22621699951 -37.9556939987206)
46690,,,663,HEATHERTON/JAMES,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.211179999983 -37.9695969994847)
46691,,,708,BLACKBURN/ANDERSON CREEK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.164007000016 -37.777680998759)
46692,,,3357,MRR/GREENSBOROUGH HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.092566000382 -37.6950559991246)
46693,,,4724,BAY NR POOL,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (144.943554999682 -37.8372699988401)
46694,,,2900,SPENCER/LITTLE BOURKE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.952792000058 -37.8161179994464)
46695,,,2901,SPRING/LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.972140000541 -37.8094039992917)
46696,,,2902,EXHIBITION/LONSDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.969655999634 -37.8101269992359)
46697,,,6157,LAWRENCE/HUME ST,INT,,,,,,,,OPERATIONAL,,,,,POINT (146.885704999518 -36.1242039991561)
46698,,,6200,MC IVOR/VIEW/MITCHELL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.278420999607 -36.7596119987887)
46699,,,6201,PALL MALL (MC IVOR HWY)/WILLIAMSON,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.280075999885 -36.7584919992731)
46700,,,6202,ARNOLD NR STEWART,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.281963000109 -36.7490839989876)
46701,,,6203,MCCRAE (MIDLAND HWY)/CHAPEL (MCIVOR HWY),INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.284248999502 -36.7555079990046)
46702,,,2507,PHW/GEELONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,POINT (144.882798000484 -37.8039779991585)
46703,,,2508,PHW/SOMERVILLE/ROBERTS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,SRLC",,,,POINT (144.869683000427 -37.8110729988829)
46704,,,2509,PHW/MILLERS/FRANCIS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.850075999833 -37.8166969986856)
46705,,,2510,PHW/MCDONALD,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.846574999688 -37.8174179993955)
46706,,,2511,PHW/BURGESS/OLD GEELONG,INT,,,,,,,,OPERATIONAL,,,,,POINT (144.83546699947 -37.8205739992238)
46707,,,2512,PHW/GRIEVE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.829832000223 -37.8221449987371)
46708,,,2513,PHW/LITTLE BOUNDARY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.824048999926 -37.8240469992674)
46709,,,2514,SOMERVILLE/PARAMOUNT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (144.860807000261 -37.8102449992219)
46710,,,2515,DROOP/DONALD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,POINT (144.898394999645 -37.7982169992637)
46711,,,2516,DROOP NR FOOTSCRAY FIRE,FIRE W/W,,,,,,,,OPERATIONAL,,,,,POINT (144.895466999605 -37.7947469990885)
46712,,,2517,WHITEHALL NR HALL,POS,,,,,,,,OPERATIONAL,,,,,POINT (144.899288999678 -37.8169229993136)
46713,,,194,PHE/CLOW,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.214009000469 -37.9848229992191)
46714,,,195,PHE (LONSDALE)/WALKER,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.214399000266 -37.9881779988028)
46715,,,198,PHE/FRANKSTON-DANDENONG,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.218877999936 -37.9966729991474)
46716,,,199,PHE/PLUNKETT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.224027999796 -37.9998349994886)
46717,,,200,PHE/STH GIPPSLAND HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.225377999528 -38.0005299993557)
46718,,,134,MAROONDAH/KALINDA/BEAUFORT,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.25674899951 -37.7958999987764)
46719,,,862,WONGA NR GRAEME,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.238700999896 -37.7963259990437)
46720,,,864,CANTERBURY/LIVERPOOL,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.316817999698 -37.8181759989675)
46721,,,865,CANTERBURY/ROOKS,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.188280000159 -37.8366549990786)
46722,,,777,MOUNTAIN HWY/SCORESBY/BAYSWA,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SRLC",,,,POINT (145.271082999499 -37.8386249990978)
46723,,,778,MOUNTAIN HWY/DORSET,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.287008000297 -37.8375209986719)
46724,,,779,SCORESBY NR APPLEGUM,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.259483999863 -37.8728309992769)
46725,,,780,SCORESBY NR VICTORIA,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.268343999575 -37.8539609994928)
46726,,,781,STUD/GEORGE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.233002000022 -37.8890449991366)
46727,,,782,STUD/AVALON,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.23402399944 -37.9227469986772)
46728,,,783,STUD/COLEMAN/HAROLD,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.239405999803 -37.8610229993875)
46729,,,784,STUD/WELLINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,POINT (145.233066999703 -37.9280099988857)
46730,,,785,STUD/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,SRLC",,,,POINT (145.232929000055 -37.8769649994207)
46731,,,786,STUD/KELLETTS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.2364389998 -37.9106969992895)
46732,,,787,LYSTERFIELD/NAPOLEON/GLENFERN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.294523000246 -37.9003459990171)
46733,,,788,SCORESBY/POWER/STATION,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,POINT (145.270066999496 -37.844731999)
46734,,,790,MOUNTAIN HWY/STUD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.248546999645 -37.8433809990852)
46735,,,791,MOUNTAIN HWY/HIGH/VALENTINE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.265036999927 -37.8412679987894)
46736,,,792,SCORESBY NR ORANGE,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.269432999586 -37.8481519989844)
46737,,,793,WANTIRNA NR SELKIRK,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.227350000411 -37.8418199993645)
46738,,,794,MOUNTAIN HWY NR VIOLEN,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.258524000521 -37.8421849988529)
46739,,,795,STUD/LAKEVIEW/FULHAM,INT,,,,,,,,OPERATIONAL,GWTP,,,,POINT (145.235067999857 -37.9175699989045)
46740,,,796,FERNTREE GULLY/CARIBBEAN/NYADALE,INT,,,,,,,,OPERATIONAL,MICROCEL,,,,POINT (145.219631999943 -37.9006469995492)
46741,,,797,DORSET NR WES,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.284409000431 -37.8836349994386)
46742,,,798,WELLINGTON/CORPORATE/JAYDEE,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.220177999756 -37.9264439989382)
46743,,,800,KELLETTS/ST LAWRANCE WAY.,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.257681999765 -37.9132009989805)
46744,,,810,BRICE NR STATION,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.312467999858 -37.7851369994255)
46745,,,811,DURHAM NR ANITA,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.316189999471 -37.8020789989813)
46746,,,812,HUTCHINSON/JOHN,INT,,,,,,,,OPERATIONAL,,,,,POINT (145.347913000417 -37.7584419990961)
46747,,,814,MT DANDENONG NR LILYDALE-MON,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN,UPS",,,,POINT (145.343284000318 -37.810354999511)
46748,,,818,HULL NR REAY,POS,,,,,,,,OPERATIONAL,,,,,POINT (145.314355000226 -37.7875449994273)
46749,,,919,BURWOOD HWY/GLENFERN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.339630999705 -37.9065409991733)
46750,,,920,BURWOOD HWY/MORRIS/MAST GULLY,INT,,,,,,,,OPERATIONAL,"FIRE LNK,PARTFCRT",,,,POINT (145.330191999793 -37.9022029992814)
46751,,,922,MAIN NR MT PLEASANT,FLASH PX,,,,,,,,OPERATIONAL,,,,,POINT (145.407067999649 -37.8744999990767)
46752,,,923,CHELTENHAM/CORRIGAN,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,POINT (145.163156999487 -37.9929909992979)
46753,,,925,CORRIGAN/ATHOL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,POINT (145.166764999887 -37.9733049995348)
